stateDist,state,senate,district,2022 District Description,Notes,competitiveness,piv2022,biden2020Pct,trump2020Pct,clinton2016Pct,trump2016Pct,incumbentMember,incumbentParty,district_jungleElec,samePartyGen2022,demCand,demCand2,repCand,repCand2,thirdCand,thirdParty,winner2022,demPct,demPct2Party,demPct2ndDem,repPct2ndRep...27,repPct_incomplete,repPct2ndRep...29,thirdPct,demCong2022_count,dem2Cong2022_count,repCong2022_count,rep2Cong2022_count,otherCong2022_count,primaryDate,demRunoff,repRunoff,primaryNotes,demGovCand,demGovCand2,repGovCand,repGovCand2,thirdGovCand,thirdGovParty,demGovCandPctByDistrict2022,repGovCandPctByDistrict2022,govCandResultsByDistrictSources,demSenateCand,demSenateCand2,repSenateCand,repSenateCand2,thirdSenateCand,thirdSenateParty,demSenCandPctByDistrict2022,repSenCandPctByDistrict2022,demSenCandPctByDistrictSpecialElections2022,repSenCandPctByDistrictSpecialElections2022,senCandResultsByDistrictSources,CHECKrepReceipts,CHECKdemReceipts,whitePct,hispPct,blackPct,asianPct,nativePct,pacificPct,whitePct_acs,hispPct_acs,blackPct_acs,asianPct_acs,nativePct_acs,pacificPct_acs,baPct,baRank_acs,whiteBAPct,nonCollWhitePct,medianIncome,dem_candStem,dem_partyLeader,dem_candidate,dem_inc,dem_thetaStart,dem_primaryPct,dem_webIdeal,dem_twIdeal,dem_avgIdeal,dem_receipt,dem_itemized,dem_Individual_Unitemized_Contribution,dem_Individual_Contribution,dem_followersCampaign,dem_followersOfficial,dem_screenName,dem_officialScreenName,rep_candStem,rep_candidate,rep_partyLeader,rep_inc,rep_thetaStart,rep_primaryPct,rep_webIdeal,rep_twIdeal,rep_avgIdeal,rep_receipt,rep_Itemized,rep_Individual_Unitemized_Contribution,rep_Individual_Contribution,rep_followersCampaign,rep_followersOfficial,rep_screenName,rep_officialScreenName,onePartyGeneral,house_cand_dem_gender,house_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman,probCon_dem,probCon_rep,UtahDum,trump2016Pct2Party,trump2020Pct2Party,dem_followers,rep_followers,moneyOutlier,Sen_Total_Receipt_Republican,Sen_Total_Receipt_Democrat,Sen_Total_Disbursement_Republican,Sen_Total_Disbursement_Democrat,Sen_Coverage_Start_Date_Republican,Sen_Coverage_Start_Date_Democrat,Sen_Coverage_End_Date_Republican,Sen_Coverage_End_Date_Democrat,Sen_Individual_Itemized_Contribution_Republican,Sen_Individual_Itemized_Contribution_Democrat,Sen_Individual_Unitemized_Contribution_Republican,Sen_Individual_Unitemized_Contribution_Democrat,Sen_Individual_Contribution_Republican,Sen_Individual_Contribution_Democrat,Sen_Total_Contribution_Republican,Sen_Total_Contribution_Democrat,Sen_Other_Receipts_Republican,Sen_Other_Receipts_Democrat,senState
CA-42,California,FALSE,42,"Long Beach, Downey, Huntington Park",NA,0,D+22,71.71973,25.89078,72.3,21.6,OPEN (Lowenthal),Democrat,0,0,Robert Garcia,NA,John Briscoe,NA,NA,NA,Robert Garcia,68.3689360529217,68.3689360529217,NA,NA,31.6,NA,NA,99217,NA,45903,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,66.7,33.3,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309674,Alex Padilla,NA,Mark Meuser,NA,NA,NA,69,31,NA,NA,Greg Giroux,514105,2152122.67,20.6766365977184,61.0770253909248,7.93513292294051,9.80764967685828,3.96449704142012,0.666405197551285,27.6913228164781,53.2334106130288,8.38777365570006,9.4000413442666,0.68795970489974,0.308303751436491,23.8795639383977,338,44.2340255254623,15.442336013499,6.7435,CA-42-garcia_robert-,0,Robert Garcia,0,-0.940019875808762,46.6,-1.34,-1.2,-1.25,1.70481252,1.56499001,0.13982251,1.30355176,FALSE,FALSE,@RobertGarcia,NA,CA-42-briscoe_john-,John Briscoe,0,0,0.991787533242372,26.4,0.76,1.26,0.92,0.527945,0.52727,6.75e-4,0.00397,FALSE,FALSE,@johnfbriscoe,NA,0,M,M,0,0,0.10564977366685524,0.8212136203856283,FALSE,0.23003194888178913,0.2652458224017065,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-43,California,FALSE,43,"LA suburbs: Inglewood, Hawthorne, Compton",NA,0,D+32,80.78945,17.00378,84.1,11.4,Maxine Waters,Democrat,0,0,Maxine Waters,NA,Omar Navarro,NA,NA,NA,Maxine Waters,77.3303522969372,77.3303522969372,NA,NA,22.7,NA,NA,95462,NA,27985,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,78.3,21.7,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309675,Alex Padilla,NA,Mark Meuser,NA,NA,NA,80,20,NA,NA,Greg Giroux,83067.53,1130647.32,7.96095098157969,54.0684253119937,27.3694226032796,10.562931520268,3.50149128489247,0.743096992326773,10.2077542373882,44.5808427779602,33.6875019188396,10.0081949210383,0.575533791650627,0.474691391554272,20.0440929133142,404,41.5140034529062,5.97010679081469,6.7279,CA-43-waters_maxine-,0,Maxine Waters,1,-1.55595972751395,74.1,-1.58,-1.64,-1.6,1.24856332,1.234639,0.01392432,0.51742332,FALSE,FALSE,NA,@RepMaxineWaters,CA-43-navarro_omar-,Omar Navarro,0,0,0.991787533242372,11.9,0.8,1.59,1.3,0.08599753,0.02416222,0.06183531,0.08213731,FALSE,FALSE,@RealOmarNavarro,NA,0,F,M,1,0,0.054799291699557974,0.9031995154143897,FALSE,0.1193717277486911,0.17387481730586055,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-44,California,FALSE,44,"Port of Los Angeles: San Pedro, Carson",NA,0,D+24,72.9214,24.73193,75.6,19.1,Nanette Barragan,Democrat,0,0,Nanette Barragan,NA,Paul Jones,NA,NA,NA,Nanette Barragan,72.2061219487579,72.2061219487579,NA,NA,27.8,NA,NA,100160,NA,38554,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,69.5,30.5,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309676,Alex Padilla,NA,Mark Meuser,NA,NA,NA,71.7,28.3,NA,NA,Greg Giroux,0,1143384.48,14.4029245210499,57.9203785478181,12.781455256707,14.2373952630275,3.89839339249567,1.36266965040699,18.574799825907,52.1165635450225,14.7876219033434,12.6027115634029,0.652411165569837,0.786042818993629,20.8652119583955,393,34.0569017451007,12.2487984998488,7.3187999999999995,CA-44-barragan_nanettediaz-,0,Nanette Diaz Barragan,1,-0.94202990944822,68.5,-0.98,-1.16,-1.11,1.21215611,1.1988415,0.01331461,0.43810005,FALSE,FALSE,@Nanette4CA,@RepBarragan,CA-44-jones_paul-,Paul Jones,0,0,0.991787533242372,24.3,0.99,NA,0.99,0,0,0,0,FALSE,FALSE,@Congress2020J,NA,0,F,M,1,0,0.13349951324274723,0.8389129404891691,FALSE,0.20168954593453015,0.253262535952435,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-45,California,FALSE,45,"Orange County: Westminster, Garden Grove, Fullerton",NA,4,D+2,52.13567,45.95171,53.8,40.6,Michelle Steel,Republican,0,0,Jay Chen,NA,Michelle Steel,NA,NA,NA,Michelle Steel,47.5867651522817,47.5867651522817,NA,NA,52.4,NA,NA,103466,NA,113960,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,49,51,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309677,Alex Padilla,NA,Mark Meuser,NA,NA,NA,49.3,50.7,NA,NA,Greg Giroux,7334337.94,4554954.92,27.5001862875783,27.2619037762562,2.89929707487105,41.4250585770941,2.22203823449052,0.794992589894106,35.153534411932,22.9039610061303,2.80702932440119,37.6554303861468,0.538180180749542,0.312638248119826,35.9482644346394,142,39.0374778409803,21.4304812055527,9.1764,CA-45-chen_jay-,0,Jay Chen,0,-0.940019875808762,43.1,-0.79,-0.7,-0.75,5.03702606,3.90436466,1.1326614,4.4037043,FALSE,FALSE,@jfchen,NA,CA-45-steel_michelle-,Michelle Steel,0,1,0.753149438942222,48.3,0.61,0.61,0.61,7.41160119,5.62333893,1.78826226,4.11463213,FALSE,FALSE,@MichelleSteelCA,@RepSteel,0,M,F,0,1,0.22662735237686824,0.7290690962169943,FALSE,0.43008474576271183,0.4684772903507057,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-46,California,FALSE,46,"Central Orange County: Santa Ana, Anaheim",NA,0,D+15,64.12385,33.71611,66.8,27.3,Lou Correa,Democrat,0,0,Lou Correa,NA,Christopher Gonzales,NA,NA,NA,Lou Correa,61.7911605884495,61.7911605884495,NA,NA,38.2,NA,NA,78041,NA,48257,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,59.6,40.4,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309678,Alex Padilla,NA,Mark Meuser,NA,NA,NA,60.6,39.4,NA,NA,Greg Giroux,47463.37,1280954.59,17.242878061653,61.1651054772997,2.6857861340168,18.2768677786727,4.41847348967649,0.659028308379025,25.2712836550163,51.8113895509297,2.57553005359086,18.9262540124265,0.477128595111154,0.492512433355835,21.1957846667948,389,33.0081207495194,16.929707831215,7.7648,CA-46-correa_lou-,0,Lou Correa,1,-0.627429057404588,49.1,-0.65,-0.82,-0.75,1.29318919,1.27953701,0.01365218,0.38849518,FALSE,FALSE,@voteloucorrea,@RepLouCorrea,CA-46-gonzales_christopher-,Christopher Gonzales,0,0,0.991787533242372,15.6,0.94,NA,0.94,0.05592337,0.04885637,0.007067,0.04196599,FALSE,FALSE,@gonzalesforCA46,NA,0,M,M,0,0,0.22662735237686824,0.8263912196613754,FALSE,0.29011689691817216,0.34460469934779203,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-47,California,FALSE,47,"Orange County: Irvine, Huntington Beach, Newport Beach",NA,3,D+3,54.47379,43.3954,50.7,43.3,Katie Porter,Democrat,0,0,Katie Porter,NA,Scott Baugh,NA,NA,NA,Katie Porter,51.7153236584035,51.7153236584035,NA,NA,48.3,NA,NA,137374,NA,128261,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,49.7,50.3,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309679,Alex Padilla,NA,Mark Meuser,NA,NA,NA,50.8,49.2,NA,NA,Greg Giroux,3349152.75,23011180.77,53.0387726747432,15.9947021931362,2.42913534078662,26.9099048212639,1.79726150130497,0.597626374767896,62.5143684948116,14.0826995449321,2.03343725888485,19.7023556458343,0.769206544160486,0.369447462484451,56.4815317867482,17,57.2203615115843,26.7434208453964,10.615599999999999,CA-47-porter_katie-,0,Katie Porter,1,-0.620302177261205,51.7,-0.61,-0.9,-0.8,26.03104787,11.76319652,14.26785135,24.79600932,FALSE,FALSE,@katieporteroc,@RepKatiePorter,CA-47-baugh_scott-,Scott Baugh,0,0,0.991787533242372,30.9,0.95,0.89,0.93,3.14546328,3.04873296,0.09673032,2.28818109,FALSE,FALSE,@ScottBaughCA47,NA,0,F,M,1,0,0.21185539858339666,0.8238144577547422,FALSE,0.4606382978723404,0.4434020553352899,0,0,TRUE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-48,California,FALSE,48,"Inland San Diego County: Poway, Temecula",NA,6,R+9,42.71669,55.03869,37.2,57.1,Darrell Issa,Republican,0,0,Stephen Houlahan,NA,Darrell Issa,NA,NA,NA,Darrell Issa,39.6388546354898,39.6388546354898,NA,NA,60.4,NA,NA,101900,NA,155171,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,38.1,61.9,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309680,Alex Padilla,NA,Mark Meuser,NA,NA,NA,39.8,60.2,NA,NA,Greg Giroux,2155143.44,1307935.43,57.0717514667693,26.2146360900809,4.38347600269309,9.59067862982454,3.88487750587395,0.890881985188035,63.5772642433771,22.6333063858164,3.93688320300421,7.08415448750666,1.6215078439627,0.415575416413646,31.0323849541555,209,35.2529513819339,41.1644021896957,9.6266,CA-48-houlahan_stephen-,0,Stephen Houlahan,0,-0.940019875808762,27.8,-1.01,-1.15,-1.06,0.07157785,0.03450397,0.03707388,0.07142785,FALSE,FALSE,@electhoulahan,NA,CA-48-issa_darrell-,Darrell Issa,0,1,0.84987138374528,61.5,NA,1.29,1.29,2.33721384,1.67096258,0.66625126,1.30095474,FALSE,FALSE,@DarrellIssa,@repdarrellissa,0,M,M,0,0,0.14457229966390958,0.9014746709502521,FALSE,0.6055143160127253,0.5630246642179694,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-49,California,FALSE,49,"Northern San Diego County: Oceanside, Encinitas",NA,3,D+3,54.58449,43.17185,49.7,44.1,Mike Levin,Democrat,0,0,Mike Levin,NA,Brian Maryott,NA,NA,NA,Mike Levin,52.6302980444582,52.6302980444582,NA,NA,47.4,NA,NA,153541,NA,138194,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,50.4,49.6,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309681,Alex Padilla,NA,Mark Meuser,NA,NA,NA,52.2,47.8,NA,NA,Greg Giroux,6532905.76,4711393.92,60.9737357036425,24.4875645440333,3.31845501001703,9.0684991783032,2.79910263376324,0.943701269046532,67.0182255699314,20.5577606519752,3.2239107019375,7.43038188232633,0.825350801899123,0.361508100562284,45.6080197644965,58,53.7547682602781,30.9927337226644,10.8544,CA-49-levin_mike-,0,Mike Levin,1,-0.943048035182989,48.9,-0.75,-0.74,-0.75,5.14961551,4.55434964,0.59526587,4.03307298,FALSE,FALSE,@MikeLevin,@RepMikeLevin,CA-49-maryott_brian-,Brian Maryott,0,0,0.991787533242372,19,0.88,1.04,0.91,5.59129783,5.3666941,0.22460373,1.92541024,FALSE,FALSE,@brianlmaryott,NA,0,M,M,0,0,0.22662735237686824,0.8185887451082028,FALSE,0.47014925373134325,0.44162711083495965,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-50,California,FALSE,50,"Downtown San Diego, La Jolla",NA,0,D+14,65.38055,32.24456,60.5,33.2,Scott Peters,Democrat,0,0,Scott Peters,NA,Corey Gustafson,NA,NA,NA,Scott Peters,62.8421464068346,62.8421464068346,NA,NA,37.2,NA,NA,168816,NA,99819,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,61,39,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309682,Alex Padilla,NA,Mark Meuser,NA,NA,NA,62.7,37.3,NA,NA,Greg Giroux,94446.21,2908768.23,57.8651268568848,19.5761221955193,3.98974177002855,16.7809158212229,2.09051758899337,0.65710737269956,65.6021178116443,16.9374702345517,3.5000446481724,12.1805795332778,0.908032206215026,0.396624598166448,57.5871627822315,13,63.2075845928042,24.1366037011782,10.3036,CA-50-peters_scott-,0,Scott Peters,1,-0.500163340558459,52.4,-0.6,-0.71,-0.62,2.41074193,2.36483619,0.04590574,0.72749989,FALSE,FALSE,@ScottPetersSD,@RepScottPeters,CA-50-gustafson_corey-,Corey Gustafson,0,0,0.991787533242372,29.9,0.85,NA,0.85,0.09411224,0.08548657,0.00862567,0.07800491,FALSE,FALSE,@CoreyCA50,NA,0,M,M,0,0,0.26762889346898305,0.8023374568773076,FALSE,0.35432230522945574,0.33028961503858995,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-51,California,FALSE,51,"San Diego suburbs: Lemon Grove, El Cajon",NA,0,D+12,62.47139,35.16507,58.4,35.4,Sara Jacobs,Democrat,0,0,Sara Jacobs,NA,Stan Caplan,NA,NA,NA,Sara Jacobs,61.8632868813071,61.8632868813071,NA,NA,38.1,NA,NA,144186,NA,88886,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,59.5,40.5,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309683,Alex Padilla,NA,Mark Meuser,NA,NA,NA,61.2,38.8,NA,NA,Greg Giroux,128020.56,1659701.17,48.5563162707927,22.6051064040139,7.45198843273437,19.9125040164117,2.52766174810714,1.09542994142218,55.4495410825941,19.9393976056005,6.97000859725438,15.8990546686391,0.835528474509782,0.335274589705659,43.032719703872,77,47.6173164349194,29.0459576435847,9.1701,CA-51-jacobs_sara-,0,Sara Jacobs,1,-1.15889069095402,60.6,-1.41,-1.16,-1.33,1.71246557,1.64711771,0.06534786,0.67867952,FALSE,FALSE,@SaraJacobsCA,@RepSaraJacobs,CA-51-caplan_stan-,Stan Caplan,0,0,0.991787533242372,37.2,0.96,NA,0.96,0.13538549,0.12571716,0.00966833,0.09473062,FALSE,FALSE,NA,NA,0,F,M,1,0,0.0917591356502808,0.8314723925331622,FALSE,0.3773987206823028,0.3601633037494395,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CA-52,California,FALSE,52,"Parts of San Diego: Chula Vista, National City",NA,0,D+18,67.399,30.5349,70.7,24.1,Juan Vargas,Democrat,0,0,Juan Vargas,NA,Tyler Geffeney,NA,NA,NA,Juan Vargas,66.6724055729194,66.6724055729194,NA,NA,33.3,NA,NA,100686,NA,50330,NA,0,NA,NA,NA,NA,Gavin Newsom,NA,Brian Dahle,NA,NA,NA,63.1,36.9,https://docs.google.com/spreadsheets/d/1a5u0dC4LZ515pLx6fSa25Y0TkmGhUgA0Xun_pMQjqmg/edit#gid=247309684,Alex Padilla,NA,Mark Meuser,NA,NA,NA,64.8,35.2,NA,NA,Greg Giroux,567851.29,915823.7,15.2766925567348,57.2361964195468,9.42978030526477,18.3415867627756,3.26221757661373,1.06647762259836,20.2886096772016,50.9255110412741,10.2781136638452,16.6778174021037,0.439482196674421,0.649811665101472,21.6259850235668,384,34.0333559500099,13.3837149284514,7.3214999999999995,CA-52-vargas_juan-,0,Juan Vargas,1,-1.25663076149185,59.1,-1.31,-1.26,-1.28,0.94288684,0.94147418,0.00141266,0.25182454,FALSE,FALSE,@JuanVargas4CA,@RepJuanVargas,CA-52-geffeney_tyler-,Tyler Geffeney,0,0,0.991787533242372,30.5,1.11,NA,1.11,0.04040804,0.03284604,0.007562,0.02904104,FALSE,FALSE,NA,NA,0,M,M,0,0,0.10027256795444206,0.8665004867572528,FALSE,0.2542194092827004,0.31179091203352466,0,0,FALSE,1052436.88,11784617.88,1032273.58,4566222.01,01/01/2021,01/01/2021,12/31/2022,12/31/2022,495353.17,8827567.46,541685.98,524723.26,1037039.15,9352290.72,1047788.15,11580339,0,1106.01,CA-Sen03
CO-01,Colorado,FALSE,1,Denver,NA,0,D+29,79.51069,18.21719,73.6,18.9,Diana DeGette,Democrat,0,0,Diana DeGette,NA,Jennifer Qualteri,NA,John Kittleson,Libertarian,Diana DeGette,80.2961626240646,82.0844395893771,NA,NA,17.5,NA,2.2,226929,NA,49529,NA,6157,NA,NA,NA,NA,Jared Polis,NA,Heidi Ganahl,NA,Kevin Ruskusky,Libretarian,81.7,16.8,https://twitter.com/DrewSav/status/1636083050097377282,Michael Bennet,NA,Joe O'Dea,NA,Brian Peotter,Libretarian,80.1,18.1,NA,NA,2022 Statewides by CD,0,1280602.82,58.7960641871728,24.4485939871421,9.66149963336232,5.23899660646988,3.33657338722055,0.357088044201156,64.4779354975159,20.861241669987,9.64497007898996,3.52914961638036,1.14264456785904,0.102348926752537,50.3900699101156,30,66.1309390477613,21.8380712743988,8.1218,CO-01-degette_diana-,0,Diana DeGette,1,-0.898250502853151,83.5,-0.93,-1.13,-1.09,1.15110027,1.09446477,0.0566355,0.46818733,FALSE,FALSE,@DeGette5280,@RepDianaDeGette,CO-01-qualteri_jennifer-,Jennifer Qualteri,0,0,0.991787533242372,100,1.03,1.36,1.1,0,0,0,0,FALSE,FALSE,@JQualteri,NA,0,F,F,0,0,0.13785657203203547,0.8643339390536173,FALSE,0.20432432432432432,0.18640729748767698,0,0,FALSE,10234964.77,20720493.62,10134099.48,20505581.82,03/17/2021,01/01/2021,12/31/2022,12/31/2022,3858497,12058580.1,568205.57,4913390.04,4426702.57,16971970.14,5552532.37,18271188.76,0,2000,CO-Sen03
CO-02,Colorado,FALSE,2,"Boulder, Fort Collins",NA,0,D+17,68.65949,28.79272,60.9,30.4,Joe Neguse,Democrat,0,0,Joe Neguse,NA,Marshall Dawson,NA,Steve Yurash,Other,Joe Neguse,69.976980784832,71.4166181500086,NA,NA,28,NA,0.8,244107,NA,97700,NA,7032,NA,NA,NA,NA,Jared Polis,NA,Heidi Ganahl,NA,Kevin Ruskusky,Libretarian,72.1,26.2,https://twitter.com/DrewSav/status/1636083050097377282,Michael Bennet,NA,Joe O'Dea,NA,Brian Peotter,Libretarian,69.2,28.4,NA,NA,2022 Statewides by CD,48233.09,2192270.68,78.6600975456369,12.2390038997748,1.62040597304678,4.75646060407204,2.31166753822019,0.251725163288115,85.2115071734951,9.33977961839964,1.33449193906227,2.86551545629345,0.97914509687916,0.0913326431001331,57.1143076194461,16,60.7409839766448,33.4531992549849,8.7437,CO-02-neguse_joe-,0,Joe Neguse,1,-0.872797359483925,100,-0.88,-0.59,-0.68,2.35104038,1.94612442,0.40491596,1.73258966,FALSE,FALSE,@JoeNeguse,@RepJoeNeguse,CO-02-dawson_marshall-,Marshall Dawson,0,0,0.991787533242372,100,0.85,NA,0.85,0.04894309,0.03768627,0.01125682,0.02799391,FALSE,FALSE,NA,NA,0,M,M,0,0,0.24825223045357053,0.8023374568773076,FALSE,0.3329682365826944,0.2954547670083623,0,0,FALSE,10234964.77,20720493.62,10134099.48,20505581.82,03/17/2021,01/01/2021,12/31/2022,12/31/2022,3858497,12058580.1,568205.57,4913390.04,4426702.57,16971970.14,5552532.37,18271188.76,0,2000,CO-Sen03
CO-03,Colorado,FALSE,3,"Grand Junction, Pueblo",NA,6,R+7,44.69019,52.94159,39,53.1,Lauren Boebert,Republican,0,0,Adam Frisch,NA,Lauren Boebert,NA,Write-ins,NA,Lauren Boebert,49.9165474487363,49.9165474487363,NA,NA,50.1,NA,0.1,163293,NA,163839,NA,0,NA,NA,NA,NA,Jared Polis,NA,Heidi Ganahl,NA,Kevin Ruskusky,Libretarian,49.5,47.3,https://twitter.com/DrewSav/status/1636083050097377282,Michael Bennet,NA,Joe O'Dea,NA,Brian Peotter,Libretarian,47.8,48.9,NA,NA,2022 Statewides by CD,7001799.17,9296737.97,70.1125125096956,22.7779350955662,1.48691692506846,1.43186547042611,4.85314628736859,0.257668949044866,74.4838191017853,20.9911411635922,1.16314916035805,0.839549655817869,2.31836062608105,0.0647937399278962,29.6712590532915,242,34.6180631769491,48.6989635485247,5.999099999999999,CO-03-frisch_adam-,0,Adam Frisch,0,-0.940019875808762,43.4,-1.04,-1.03,-1.04,6.71048034,4.66626215,2.04421819,4.3493258,FALSE,FALSE,@AdamForColorado,NA,CO-03-boebert_lauren-,Lauren Boebert,0,1,1.49841747679315,65.5,1.33,1.53,1.51,7.85466858,4.31019402,3.54447456,6.72453005,FALSE,FALSE,@laurenboebert,@RepBoebert,0,M,F,0,1,0.1491699503309814,0.9344782879110836,FALSE,0.5765472312703583,0.5422577566444041,0,0,FALSE,10234964.77,20720493.62,10134099.48,20505581.82,03/17/2021,01/01/2021,12/31/2022,12/31/2022,3858497,12058580.1,568205.57,4913390.04,4426702.57,16971970.14,5552532.37,18271188.76,0,2000,CO-Sen03
CO-04,Colorado,FALSE,4,"Eastern Plains, south Denver suburbs",NA,6,R+13,39.47516,58.02687,32.1,59.6,Ken Buck,Republican,0,0,Ike McCorkle,NA,Ken Buck,NA,Ryan McGonigal,American Constitution,Ken Buck,36.5625520079659,37.5008317830826,NA,NA,60.9,NA,2.5,129619,NA,216024,NA,8870,NA,NA,NA,NA,Jared Polis,NA,Heidi Ganahl,NA,Kevin Ruskusky,Libretarian,42.6,54.5,https://twitter.com/DrewSav/status/1636083050097377282,Michael Bennet,NA,Joe O'Dea,NA,Brian Peotter,Libretarian,39.8,57.2,NA,NA,2022 Statewides by CD,1531501.19,283485.7,78.4572471554529,11.8247420404198,2.4614716575651,4.48558959035577,2.66791291932231,0.288686577270118,84.1795862821969,10.1447498031893,1.79008707141755,2.65190026149117,1.00106416225903,0.133910380922617,43.7349743555348,72,46.0847810270222,45.3856082745932,10.1778,CO-04-mccorkle_isaac-,0,Isaac McCorkle,0,-0.940019875808762,100,-1.22,-1.17,-1.21,0.30350938,0.13447612,0.16903326,0.29994787,FALSE,FALSE,@Ike4CO,NA,CO-04-buck_ken-,Ken Buck,0,1,1.18076224754522,74.4,1.2,1.34,1.28,1.61843112,1.15328783,0.46514329,1.18250081,FALSE,FALSE,@BuckForColorado,@RepKenBuck,0,M,M,0,0,0.11313944644397728,0.8997274320455579,FALSE,0.6499454743729552,0.5951349935996204,0,0,FALSE,10234964.77,20720493.62,10134099.48,20505581.82,03/17/2021,01/01/2021,12/31/2022,12/31/2022,3858497,12058580.1,568205.57,4913390.04,4426702.57,16971970.14,5552532.37,18271188.76,0,2000,CO-Sen03
