state,county_name,gov_cand_dem,dem_gov_percent,pres_cand_dem,dem_pres_percent,dem_gov_avgIdeal,dem_pres_avgIdeal,dem_gov_votes,dem_pres_votes,dem_pres_inc,dem_gov_inc,gov_cand_rep,rep_gov_percent,pres_cand_rep,rep_pres_percent,rep_gov_avgIdeal,rep_pres_avgIdeal,rep_gov_votes,rep_pres_votes,rep_pres_inc,rep_gov_inc,Income.Median Houseold Income,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,population,year,state_medianIncome,state_blackPct,state_hispPct,state_baPct,state_trumppct2016,state_trumppct2020,gov_cand_dem_gender,gov_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman
Alabama,CLARKE,Yolanda Rochelle Flowers,0.3989,Joseph R. Jr. Biden,0.44,-1.45,-1.08,3556,5755,Challenger,Challenger,Kay Ivey,0.6011,Donald J. Trump,0.56,0.6,1.62,5359,7324,Incumbent,Incumbent,37404,45,1.3,12.2,23087,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,CLAY,Yolanda Rochelle Flowers,0.1166,Joseph R. Jr. Biden,0.1845,-1.45,-1.08,480,1267,Challenger,Challenger,Kay Ivey,0.8834,Donald J. Trump,0.8155,0.6,1.62,3638,5601,Incumbent,Incumbent,40845,13.8,3.3,10.6,14236,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,CLEBURNE,Yolanda Rochelle Flowers,0.0617,Joseph R. Jr. Biden,0.0943,-1.45,-1.08,276,675,Challenger,Challenger,Kay Ivey,0.9383,Donald J. Trump,0.9057,0.6,1.62,4200,6484,Incumbent,Incumbent,44741,2.8,2.6,15.4,15056,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,COFFEE,Yolanda Rochelle Flowers,0.1647,Joseph R. Jr. Biden,0.231,-1.45,-1.08,2221,5076,Challenger,Challenger,Kay Ivey,0.8353,Donald J. Trump,0.769,0.6,1.62,11267,16899,Incumbent,Incumbent,55637,17.6,8,22.8,53465,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,COLBERT,Yolanda Rochelle Flowers,0.2234,Joseph R. Jr. Biden,0.3029,-1.45,-1.08,3739,8343,Challenger,Challenger,Kay Ivey,0.7766,Donald J. Trump,0.6971,0.6,1.62,13001,19203,Incumbent,Incumbent,48065,16.2,3.2,18.1,57227,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,CONECUH,Yolanda Rochelle Flowers,0.405,Joseph R. Jr. Biden,0.4629,-1.45,-1.08,1782,2966,Challenger,Challenger,Kay Ivey,0.595,Donald J. Trump,0.5371,0.6,1.62,2618,3442,Incumbent,Incumbent,37837,46.1,2.3,12.8,11597,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,COOSA,Yolanda Rochelle Flowers,0.2716,Joseph R. Jr. Biden,0.3309,-1.45,-1.08,1001,1796,Challenger,Challenger,Kay Ivey,0.7284,Donald J. Trump,0.6691,0.6,1.62,2685,3631,Incumbent,Incumbent,38990,30.9,2.6,12.8,10387,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,COVINGTON,Yolanda Rochelle Flowers,0.1092,Joseph R. Jr. Biden,0.1572,-1.45,-1.08,1193,2721,Challenger,Challenger,Kay Ivey,0.8908,Donald J. Trump,0.8428,0.6,1.62,9735,14586,Incumbent,Incumbent,42189,12.5,1.9,15.3,37570,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,CRENSHAW,Yolanda Rochelle Flowers,0.1903,Joseph R. Jr. Biden,0.259,-1.45,-1.08,851,1700,Challenger,Challenger,Kay Ivey,0.8097,Donald J. Trump,0.741,0.6,1.62,3622,4864,Incumbent,Incumbent,43163,23.9,2.4,17.4,13194,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,CULLMAN,Yolanda Rochelle Flowers,0.0666,Joseph R. Jr. Biden,0.1083,-1.45,-1.08,1662,4478,Challenger,Challenger,Kay Ivey,0.9334,Donald J. Trump,0.8917,0.6,1.62,23277,36880,Incumbent,Incumbent,44918,1.4,4.5,13.9,87866,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,DALE,Yolanda Rochelle Flowers,0.1918,Joseph R. Jr. Biden,0.2655,-1.45,-1.08,2222,5170,Challenger,Challenger,Kay Ivey,0.8082,Donald J. Trump,0.7345,0.6,1.62,9363,14303,Incumbent,Incumbent,47214,21,7,18.1,49326,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,DALLAS,Yolanda Rochelle Flowers,0.6383,Joseph R. Jr. Biden,0.6889,-1.45,-1.08,7165,12230,Challenger,Challenger,Kay Ivey,0.3617,Donald J. Trump,0.3111,0.6,1.62,4060,5524,Incumbent,Incumbent,33845,70.7,1.2,14.7,38462,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,DEKALB,Yolanda Rochelle Flowers,0.0881,Joseph R. Jr. Biden,0.1474,-1.45,-1.08,1471,4281,Challenger,Challenger,Kay Ivey,0.9119,Donald J. Trump,0.8526,0.6,1.62,15227,24767,Incumbent,Incumbent,40440,1.9,15.1,13,71608,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,ELMORE,Yolanda Rochelle Flowers,0.1825,Joseph R. Jr. Biden,0.2558,-1.45,-1.08,4508,10367,Challenger,Challenger,Kay Ivey,0.8175,Donald J. Trump,0.7442,0.6,1.62,20189,30164,Incumbent,Incumbent,60891,21.2,3.2,25.1,87977,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,ESCAMBIA,Yolanda Rochelle Flowers,0.2292,Joseph R. Jr. Biden,0.3115,-1.45,-1.08,2167,4918,Challenger,Challenger,Kay Ivey,0.7708,Donald J. Trump,0.6885,0.6,1.62,7286,10869,Incumbent,Incumbent,36275,31.3,2.6,12.5,36757,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,ETOWAH,Yolanda Rochelle Flowers,0.1817,Joseph R. Jr. Biden,0.2456,-1.45,-1.08,4593,11567,Challenger,Challenger,Kay Ivey,0.8183,Donald J. Trump,0.7544,0.6,1.62,20685,35528,Incumbent,Incumbent,44637,15.7,4.1,17.8,103436,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,FAYETTE,Yolanda Rochelle Flowers,0.1177,Joseph R. Jr. Biden,0.1604,-1.45,-1.08,628,1395,Challenger,Challenger,Kay Ivey,0.8823,Donald J. Trump,0.8396,0.6,1.62,4708,7300,Incumbent,Incumbent,39856,11.7,2.1,12.4,16321,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,FRANKLIN,Yolanda Rochelle Flowers,0.0893,Joseph R. Jr. Biden,0.1674,-1.45,-1.08,646,2086,Challenger,Challenger,Kay Ivey,0.9107,Donald J. Trump,0.8326,0.6,1.62,6592,10376,Incumbent,Incumbent,43514,4.4,17.9,14,32113,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,GENEVA,Yolanda Rochelle Flowers,0.0903,Joseph R. Jr. Biden,0.1282,-1.45,-1.08,700,1595,Challenger,Challenger,Kay Ivey,0.9097,Donald J. Trump,0.8718,0.6,1.62,7049,10848,Incumbent,Incumbent,41732,9.3,4.2,12.5,26659,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,GREENE,Yolanda Rochelle Flowers,0.7937,Joseph R. Jr. Biden,0.8161,-1.45,-1.08,2339,3884,Challenger,Challenger,Kay Ivey,0.2063,Donald J. Trump,0.1839,0.6,1.62,608,875,Incumbent,Incumbent,24145,79.9,1.7,10.1,7730,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,HALE,Yolanda Rochelle Flowers,0.5519,Joseph R. Jr. Biden,0.5936,-1.45,-1.08,2818,4663,Challenger,Challenger,Kay Ivey,0.4481,Donald J. Trump,0.4064,0.6,1.62,2288,3192,Incumbent,Incumbent,34046,58,1.4,14.2,14785,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,HENRY,Yolanda Rochelle Flowers,0.226,Joseph R. Jr. Biden,0.2829,-1.45,-1.08,1490,2606,Challenger,Challenger,Kay Ivey,0.774,Donald J. Trump,0.7171,0.6,1.62,5102,6607,Incumbent,Incumbent,50017,25.9,2.7,17.1,17146,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,HOUSTON,Yolanda Rochelle Flowers,0.2104,Joseph R. Jr. Biden,0.2837,-1.45,-1.08,5634,12917,Challenger,Challenger,Kay Ivey,0.7896,Donald J. Trump,0.7163,0.6,1.62,21139,32618,Incumbent,Incumbent,47580,27.4,3.4,21.7,107202,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,JACKSON,Yolanda Rochelle Flowers,0.1065,Joseph R. Jr. Biden,0.1589,-1.45,-1.08,1386,3717,Challenger,Challenger,Kay Ivey,0.8935,Donald J. Trump,0.8411,0.6,1.62,11630,19670,Incumbent,Incumbent,41769,3.5,3.1,14,52579,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,JEFFERSON,Yolanda Rochelle Flowers,0.5095,Joseph R. Jr. Biden,0.5668,-1.45,-1.08,96175,181688,Challenger,Challenger,Kay Ivey,0.4905,Donald J. Trump,0.4332,0.6,1.62,92583,138843,Incumbent,Incumbent,53901,43.5,4.1,33.4,674721,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,LAMAR,Yolanda Rochelle Flowers,0.0977,Joseph R. Jr. Biden,0.1367,-1.45,-1.08,415,978,Challenger,Challenger,Kay Ivey,0.9023,Donald J. Trump,0.8633,0.6,1.62,3831,6174,Incumbent,Incumbent,38364,10.3,1.9,11.9,13972,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,LAUDERDALE,Yolanda Rochelle Flowers,0.1905,Joseph R. Jr. Biden,0.2731,-1.45,-1.08,4761,11915,Challenger,Challenger,Kay Ivey,0.8095,Donald J. Trump,0.7269,0.6,1.62,20235,31721,Incumbent,Incumbent,48094,10,2.9,23.5,93564,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,LAWRENCE,Yolanda Rochelle Flowers,0.1652,Joseph R. Jr. Biden,0.2243,-1.45,-1.08,1707,3562,Challenger,Challenger,Kay Ivey,0.8348,Donald J. Trump,0.7757,0.6,1.62,8629,12322,Incumbent,Incumbent,44886,10.9,2.4,12.6,33073,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,LEE,Yolanda Rochelle Flowers,0.3023,Joseph R. Jr. Biden,0.3975,-1.45,-1.08,11803,27860,Challenger,Challenger,Kay Ivey,0.6977,Donald J. Trump,0.6025,0.6,1.62,27242,42221,Incumbent,Incumbent,51463,22.9,3.7,35.3,174241,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,LIMESTONE,Yolanda Rochelle Flowers,0.2092,Joseph R. Jr. Biden,0.283,-1.45,-1.08,6289,13672,Challenger,Challenger,Kay Ivey,0.7908,Donald J. Trump,0.717,0.6,1.62,23770,34640,Incumbent,Incumbent,59686,13.9,6.2,25.7,103570,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,LOWNDES,Yolanda Rochelle Flowers,0.674,Joseph R. Jr. Biden,0.7303,-1.45,-1.08,2706,4972,Challenger,Challenger,Kay Ivey,0.326,Donald J. Trump,0.2697,0.6,1.62,1309,1836,Incumbent,Incumbent,30036,72.4,1.9,14.7,10311,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MACON,Yolanda Rochelle Flowers,0.7625,Joseph R. Jr. Biden,0.8218,-1.45,-1.08,3994,7108,Challenger,Challenger,Kay Ivey,0.2375,Donald J. Trump,0.1782,0.6,1.62,1244,1541,Incumbent,Incumbent,33370,80.4,1.9,20.4,19532,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MADISON,Yolanda Rochelle Flowers,0.3692,Joseph R. Jr. Biden,0.4592,-1.45,-1.08,42176,87286,Challenger,Challenger,Kay Ivey,0.6308,Donald J. Trump,0.5408,0.6,1.62,72059,102780,Incumbent,Incumbent,65449,24.9,5.2,42.8,388153,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MARENGO,Yolanda Rochelle Flowers,0.4628,Joseph R. Jr. Biden,0.5067,-1.45,-1.08,3317,5488,Challenger,Challenger,Kay Ivey,0.5372,Donald J. Trump,0.4933,0.6,1.62,3851,5343,Incumbent,Incumbent,33241,51.6,2.8,16.1,19323,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MARION,Yolanda Rochelle Flowers,0.0648,Joseph R. Jr. Biden,0.107,-1.45,-1.08,528,1463,Challenger,Challenger,Kay Ivey,0.9352,Donald J. Trump,0.893,0.6,1.62,7625,12205,Incumbent,Incumbent,35930,3.9,2.7,12.8,29341,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MARSHALL,Yolanda Rochelle Flowers,0.0887,Joseph R. Jr. Biden,0.1519,-1.45,-1.08,2077,5943,Challenger,Challenger,Kay Ivey,0.9113,Donald J. Trump,0.8481,0.6,1.62,21345,33191,Incumbent,Incumbent,45983,3.2,14.7,19.4,97612,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MOBILE,Yolanda Rochelle Flowers,0.3796,Joseph R. Jr. Biden,0.4398,-1.45,-1.08,38910,79474,Challenger,Challenger,Kay Ivey,0.6204,Donald J. Trump,0.5602,0.6,1.62,63593,101243,Incumbent,Incumbent,47583,36.2,3,23.2,414809,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MONROE,Yolanda Rochelle Flowers,0.3769,Joseph R. Jr. Biden,0.4202,-1.45,-1.08,2609,4455,Challenger,Challenger,Kay Ivey,0.6231,Donald J. Trump,0.5798,0.6,1.62,4313,6147,Incumbent,Incumbent,30441,41,1.7,13.5,19772,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MONTGOMERY,Yolanda Rochelle Flowers,0.5798,Joseph R. Jr. Biden,0.6595,-1.45,-1.08,32511,64529,Challenger,Challenger,Kay Ivey,0.4202,Donald J. Trump,0.3405,0.6,1.62,23565,33311,Incumbent,Incumbent,50124,59.3,3.7,33.4,228954,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,MORGAN,Yolanda Rochelle Flowers,0.1738,Joseph R. Jr. Biden,0.2502,-1.45,-1.08,5362,13234,Challenger,Challenger,Kay Ivey,0.8262,Donald J. Trump,0.7498,0.6,1.62,25484,39664,Incumbent,Incumbent,52156,13.1,8.7,22.4,123421,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,PERRY,Yolanda Rochelle Flowers,0.6989,Joseph R. Jr. Biden,0.7425,-1.45,-1.08,2187,3860,Challenger,Challenger,Kay Ivey,0.3011,Donald J. Trump,0.2575,0.6,1.62,942,1339,Incumbent,Incumbent,23447,67.9,1.6,22.8,8511,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,PICKENS,Yolanda Rochelle Flowers,0.3481,Joseph R. Jr. Biden,0.4183,-1.45,-1.08,2249,4022,Challenger,Challenger,Kay Ivey,0.6519,Donald J. Trump,0.5817,0.6,1.62,4212,5594,Incumbent,Incumbent,39848,40,5.2,14.1,19123,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,PIKE,Yolanda Rochelle Flowers,0.3233,Joseph R. Jr. Biden,0.412,-1.45,-1.08,2568,5636,Challenger,Challenger,Kay Ivey,0.6767,Donald J. Trump,0.588,0.6,1.62,5375,8042,Incumbent,Incumbent,37446,37.8,2.4,23.7,33009,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,RANDOLPH,Yolanda Rochelle Flowers,0.1448,Joseph R. Jr. Biden,0.2047,-1.45,-1.08,925,2203,Challenger,Challenger,Kay Ivey,0.8552,Donald J. Trump,0.7953,0.6,1.62,5462,8559,Incumbent,Incumbent,43395,19.2,3,16.5,21967,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,RUSSELL,Yolanda Rochelle Flowers,0.4558,Joseph R. Jr. Biden,0.5323,-1.45,-1.08,5146,11228,Challenger,Challenger,Kay Ivey,0.5442,Donald J. Trump,0.4677,0.6,1.62,6144,9864,Incumbent,Incumbent,42443,45.5,5.8,17.8,59183,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,SHELBY,Yolanda Rochelle Flowers,0.2256,Joseph R. Jr. Biden,0.2945,-1.45,-1.08,14913,33268,Challenger,Challenger,Kay Ivey,0.7744,Donald J. Trump,0.7055,0.6,1.62,51196,79700,Incumbent,Incumbent,77799,13.3,5.8,42.9,223024,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,ST. CLAIR,Yolanda Rochelle Flowers,0.1353,Joseph R. Jr. Biden,0.1764,-1.45,-1.08,3606,7744,Challenger,Challenger,Kay Ivey,0.8647,Donald J. Trump,0.8236,0.6,1.62,23055,36166,Incumbent,Incumbent,58308,9.7,2.4,16.1,91103,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,SUMTER,Yolanda Rochelle Flowers,0.6931,Joseph R. Jr. Biden,0.7442,-1.45,-1.08,2656,4648,Challenger,Challenger,Kay Ivey,0.3069,Donald J. Trump,0.2558,0.6,1.62,1176,1598,Incumbent,Incumbent,24320,71.4,1.2,21.6,12345,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,TALLADEGA,Yolanda Rochelle Flowers,0.3183,Joseph R. Jr. Biden,0.3714,-1.45,-1.08,6684,13138,Challenger,Challenger,Kay Ivey,0.6817,Donald J. Trump,0.6286,0.6,1.62,14313,22235,Incumbent,Incumbent,41325,33,2.4,15,82149,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,TALLAPOOSA,Yolanda Rochelle Flowers,0.2085,Joseph R. Jr. Biden,0.2814,-1.45,-1.08,2751,5859,Challenger,Challenger,Kay Ivey,0.7915,Donald J. Trump,0.7186,0.6,1.62,10444,14963,Incumbent,Incumbent,45828,27,2.5,18.4,41311,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,TUSCALOOSA,Yolanda Rochelle Flowers,0.3603,Joseph R. Jr. Biden,0.4249,-1.45,-1.08,17937,37765,Challenger,Challenger,Kay Ivey,0.6397,Donald J. Trump,0.5751,0.6,1.62,31841,51117,Incumbent,Incumbent,53326,32.4,4,30.7,227036,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,WALKER,Yolanda Rochelle Flowers,0.1113,Joseph R. Jr. Biden,0.1568,-1.45,-1.08,1905,4834,Challenger,Challenger,Kay Ivey,0.8887,Donald J. Trump,0.8432,0.6,1.62,15217,26002,Incumbent,Incumbent,43629,6.2,2.6,11.3,65342,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,WASHINGTON,Yolanda Rochelle Flowers,0.2083,Joseph R. Jr. Biden,0.256,-1.45,-1.08,1206,2258,Challenger,Challenger,Kay Ivey,0.7917,Donald J. Trump,0.744,0.6,1.62,4584,6564,Incumbent,Incumbent,41370,23.3,1.6,12.7,15388,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,WILCOX,Yolanda Rochelle Flowers,0.6448,Joseph R. Jr. Biden,0.6883,-1.45,-1.08,2489,4048,Challenger,Challenger,Kay Ivey,0.3552,Donald J. Trump,0.3117,0.6,1.62,1371,1833,Incumbent,Incumbent,31014,71.1,1.4,12.5,10600,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alabama,WINSTON,Yolanda Rochelle Flowers,0.0515,Joseph R. Jr. Biden,0.0872,-1.45,-1.08,344,974,Challenger,Challenger,Kay Ivey,0.9485,Donald J. Trump,0.9128,0.6,1.62,6331,10195,Incumbent,Incumbent,35788,1,3.3,12.8,23540,2022,50536,26.8,4.6,25.5,62.08309236440906,62.0316431668648,F,F,0,0
Alaska,Election District 1,Les Gara,0.2502,Joseph R. Jr. Biden,0,NA,-1.08,1169,NA,Challenger,Challenger,Mike J. Dunleavy,0.7498,Donald J. Trump,0,0.66,1.62,3504,NA,Incumbent,Incumbent,NA,NA,NA,NA,NA,2022,77640,3.7,7.3,29.6,51.281512077537286,52.83314327038078,M,M,0,0
Alaska,Election District 10,Les Gara,0.3613,Joseph R. Jr. Biden,0.2523,NA,-1.08,1966,2727,Challenger,Challenger,Mike J. Dunleavy,0.6387,Donald J. Trump,0.7477,0.66,1.62,3476,8081,Incumbent,Incumbent,NA,NA,NA,NA,NA,2022,77640,3.7,7.3,29.6,51.281512077537286,52.83314327038078,M,M,0,0
Alaska,Election District 11,Les Gara,0.341,Joseph R. Jr. Biden,0.3061,NA,-1.08,2109,3130,Challenger,Challenger,Mike J. Dunleavy,0.659,Donald J. Trump,0.6939,0.66,1.62,4075,7096,Incumbent,Incumbent,NA,NA,NA,NA,NA,2022,77640,3.7,7.3,29.6,51.281512077537286,52.83314327038078,M,M,0,0
